x0,x1,x2,x3,x4,x5,y
-0.33348926516572136,-0.7702076984757724,-2.697486036809991,-0.6285627416090527,-1.2777204196880458,100.0,2
-0.7871238977689046,1.2308001648420523,1.4154722600834395,-0.8059272019978869,0.1751146998549199,100.0,1
0.7811971057248133,-0.8562272471175897,2.138878641343852,2.4954171158590213,0.8681916420576916,100.0,1
1.8950931557869781,-0.8859386371732052,1.9463515492278871,-2.0827474359504428,0.06491427720936949,100.0,1
0.6890912036338468,-5.091299087009597,-2.2186824170245054,0.33076730029604917,3.0127545682372325,100.0,2
0.8242791450254794,-0.18279933071737586,1.4498166407000124,1.519336409860987,0.9283195245895846,-100.0,1
2.409364168346867,0.8879368654755087,-2.593636732223197,-0.8424444605832022,-1.3603810138956445,100.0,2
-1.9248154129411463,-0.6340510468751099,1.9355529570334373,0.9191292095176691,1.3445788845629538,100.0,1
-0.508181382162809,-2.7359516494527103,-1.2398560384052537,1.474261530945648,0.12361569935468364,-100.0,2
-1.2215422415149229,0.6562156703173367,-1.0362025230999987,0.6851826699510193,-0.8240433071965242,-100.0,2
0.13226063593674298,-1.624760698645786,3.3286891263301164,-0.022761092268643507,1.4186149243469885,100.0,1
-1.2623468836971126,1.6388958958689908,1.9623616866414242,-0.9609203678707009,-0.6172748714732689,100.0,0
-0.7321480047799317,-0.732114700668967,0.07945494244356505,0.41620856684049223,-0.6835227887671834,-100.0,2
-0.11080129997637866,2.275407556343658,3.3980484324536455,1.1338139365299351,0.39664500156945864,-100.0,1
2.933794359847191,-0.7490116306949423,-0.6976820908794504,1.1629989243291374,0.2984595633702407,100.0,2
-0.44662665045176814,1.431051597029343,1.8646445292924607,-0.20290850458368503,0.15990174327940532,-100.0,0
1.695537243584074,-2.473787313811833,1.826722749824612,1.6985623475245777,2.318528361191314,-100.0,2
1.1497023638370607,1.227089307973314,-0.14268137611823517,0.2966045063598869,1.606082602639325,100.0,1
-0.8941369681633936,0.9966673910157867,1.2249297825838172,0.9351915417928018,-1.3871805199607892,100.0,0
-0.4323809099298472,-1.777973348121035,0.3029777716704374,-0.035762560785538876,1.5128199402175209,-100.0,2
0.3221165102240654,-0.009532869395790122,1.0321066115004673,0.7086569046653782,0.5598446625478967,-100.0,1
-0.6733919371010781,-1.5481428291965682,-0.4777437071177555,2.024751153149418,0.7982953955977912,-100.0,2
1.1811387284253252,1.5416839598903171,1.5626692228358365,1.6411361857075177,-1.8605307372176694,-100.0,0
-0.4079992546943849,-0.10545625631983577,0.9537030570764543,1.9452277496866666,1.0072317522175798,-100.0,1
2.088113129480881,-0.10855196245219645,1.1513237950121338,1.691222367001072,1.6309922381184796,-100.0,1
1.5872243598922469,1.877266378989635,0.7888773199053427,1.3090774507585827,0.916175202787877,-100.0,1
-0.1436493729894941,0.17314545476160614,-1.6541393528603021,2.20240506148592,0.17779708290921858,-100.0,2
-0.8039143667336232,-1.1555195091068104,2.478014811595059,0.19501800467072533,-1.21922142922249,-100.0,1
-0.50355862094144,-1.305337692401915,1.47483009434414,0.870334213765,0.9075988035657088,-100.0,1
-0.9020498518512443,-0.7084348967420514,1.2657405927653689,0.8141283890415877,0.21534143353239785,-100.0,1
-0.2394662014704414,-0.5842371039830861,2.596862708420686,-0.20000150740532235,2.281419321158044,100.0,1
-0.040541709581932595,0.2989550839021101,1.1300285300368071,1.719892518817755,0.20976066837160742,100.0,2
1.3706130012106617,1.882739572069178,0.49584413281140693,-0.4414356975254618,0.7128414867115924,100.0,2
1.8316995283434316,-0.3722384043786683,1.8303950386234433,0.17688520055938983,0.9461349002932908,-100.0,1
2.2302949982311886,-0.7314105207812323,1.785244816572638,2.180188547548818,1.2115664722270216,-100.0,2
0.5832745784242304,1.3905922147382432,0.27483683160482486,0.8556183606927829,1.371429334092347,100.0,1
0.8127645602410366,-0.832229802111557,3.168479461019211,0.43721112568474996,1.1315761200625503,100.0,1
-0.733478775822637,-1.2041485465106108,0.014276602237820901,0.18832862166746867,1.9712471122834718,-100.0,2
1.629118388861945,0.8216045436131856,0.3963993725029605,2.4668646161475065,1.4575761928600444,100.0,2
1.226417662747044,-0.37106090457202257,1.4532611132997724,-0.23683566763210373,0.619071466548603,-100.0,1
0.5720674375901407,-0.4612994039840719,1.400856394825777,0.9922573234732073,-3.215714846153009,-100.0,1
0.36256409910837234,-1.4208062586429604,-1.0307053252695582,0.7389512732341055,-0.8433132623978218,100.0,2
2.917379299152521,-1.4886744614817582,2.218872814875526,0.3433102883798903,0.5140865037010273,-100.0,1
0.7490004890757976,-1.8636050562089692,2.633318241224466,-0.14534897969472832,0.9233073971480076,-100.0,1
-0.44289685194668377,0.5940773117677591,0.8000353622099694,0.5142039298753039,0.6338007200014636,100.0,2
0.3229583945244344,-0.528542821245024,-2.619787911577649,1.7559871262587372,0.6007623148700435,100.0,2
-0.393142158559682,0.8142524106662836,1.5104358335521502,1.0364170105858024,1.1643086471236404,-100.0,0
0.5333674564269574,0.973208443786048,0.8517039050428291,-0.18170519548628133,2.208661629981109,100.0,0
2.0597884765657573,0.3366311608510041,-0.6415913580081208,1.7425137360727028,0.5704600703492602,-100.0,2
0.32671653367776543,-1.0607245233009706,1.311932706275411,-0.332751254652569,0.07411321170280344,-100.0,2
0.26216358665002776,-2.2048521400222336,0.5550620912906661,-0.04285165170548633,1.0369090710786883,-100.0,2
1.022274142183226,-0.7887742677255336,1.6071608823831243,-0.7551863547219888,0.2522969618555645,-100.0,1
-0.09571509750399221,-1.332679331260577,2.8809779157601736,1.1127956306157454,0.9159796278294716,-100.0,1
0.18116908947882018,1.7083048209693734,1.9806336618053184,-0.7915337654795832,1.9922047356774588,100.0,0
0.8595310020086189,-1.4140700111540054,-1.0990811539206344,-0.3153753551602332,2.9305556971577995,-100.0,2
1.2719718201646701,-0.37069688196288153,1.17512931192179,-0.569126568341134,0.7237745161477254,-100.0,1
-0.3623512846398067,0.8873708225859998,1.449218863112751,0.07849761986073883,-1.7643302015695586,100.0,1
0.42077428902168357,-0.9413153423714431,2.0737372170667356,1.8887238006318494,1.1264423921435274,-100.0,1
1.5222385845447735,0.8895471100326489,-0.0902303268244817,-1.4541985843163214,0.10026561761142072,100.0,2
1.5001166116631517,-0.7801588841997078,2.468877728740469,1.3548034342604476,0.4495859618791608,100.0,1
0.2633193621224052,-2.4202616336840066,-1.6949447795432642,0.25073684101715765,0.40600264098810723,-100.0,2
-0.5471595893669324,-0.11618173941846988,1.7740368641001436,0.14007637244249727,-1.2535621522941953,100.0,1
0.35913336177119815,-1.1920547639000838,2.232728814672554,1.4771196730076643,0.9133029377285181,100.0,1
